,Unnamed: 0,INCOME,IDPERSON,ID13,ID11
3044,138935,650525.0,240805020106,3,1
3045,110807,45750.0,211801131203,4,1
3046,24649,100150.0,60504171101,4,1
3047,174397,4075.0,290704100101,3,2
3048,115371,57160.0,220211041105,5,1
3049,159258,82500.0,273005081107,4,1
3050,197866,100000.0,330406070101,3,1
3051,58018,17100.0,92404160204,3,1
3052,105756,139900.0,210511020104,1,1
3053,44262,34400.0,81505161104,5,1
3054,30416,267335.0,61811041105,3,2
3055,160756,88500.0,273108130105,4,5
3056,11874,48460.0,30201111101,4,4
3057,16673,127760.0,31104111205,3,1
3058,11234,64100.0,30106090104,2,1
3059,82019,24070.0,130506020106,5,3
3060,40158,89000.0,80801041107,4,1
3061,190204,100000.0,320401130101,3,2
3062,116373,27170.0,220602150101,4,1
3063,57329,19650.0,92303200105,3,2
3064,19307,152000.0,40403020105,3,1
3065,4444,55390.0,20104101103,5,1
3066,123709,19250.0,230903161202,3,1
3067,75504,64370.0,101604101106,3,1
3068,39691,79600.0,80703121204,3,1
3069,130813,183600.0,232601080104,2,1
3070,30300,42000.0,61810031107,3,2
3071,85569,119000.0,180209140103,2,2
3072,188437,212190.0,292731191101,2,1
3073,64038,69520.0,94803170102,4,1
3074,92704,51195.0,190801221101,2,2
3075,43202,18400.0,81401150101,2,1
3076,117245,111768.0,220903011102,5,1
3077,121603,57540.0,230501051106,4,1
3078,133115,14900.0,233504131102,3,1
3079,183874,112000.0,292013120903,6,1
3080,185020,73590.0,292105170102,3,1
3081,32574,96000.0,70702120101,2,1
3082,59501,45265.0,92905080105,4,1
3083,27628,56345.0,61201081106,2,1
3084,143964,35600.0,242004281101,5,1
3085,81658,10000.0,130601050901,5,3
3086,85555,260000.0,180209110105,2,2
3087,143677,2620.0,242002101102,5,1
3088,120053,29598.0,221401041102,5,1
3089,150865,143150.0,271405061101,3,1
3090,8873,16000.0,20805070101,1,1
3091,71,15050.0,10201080106,2,2
3092,10197,218080.0,21103041101,4,1
3093,181069,58173.0,291807140101,5,1
3094,114806,44280.0,220202151102,2,1
3095,138634,49850.0,240801111102,3,1
3096,15863,172000.0,31002100101,1,4
3097,110364,37200.0,211701041104,3,1
3098,142474,139750.0,241901091103,4,1
3099,114862,62492.0,220203071103,5,1
3100,76553,101200.0,102204050104,3,1
3101,35229,149600.0,71033090907,3,1
3102,67523,170970.0,95905180104,3,1
3103,189064,193500.0,300101180103,3,1
3104,49647,47310.0,83202112104,4,1
3105,104990,26298.0,210302011303,3,1
3106,95659,55470.0,191006132104,4,1
3107,150700,90000.0,271403011201,3,1
3108,154558,190000.0,272305090104,3,1
3109,186261,74128.0,292505120104,3,3
3110,73824,35850.0,100605180104,3,1
3111,133062,19400.0,233504021101,3,1
3112,113334,43750.0,212405130203,3,1
3113,103756,29800.0,201708050105,5,1
3114,197002,351000.0,330205010101,3,1
3115,183474,216000.0,292007090903,3,1
3116,18474,91300.0,31603181204,2,4
3117,109648,18980.0,211504180105,4,1
3118,156012,72600.0,272502121104,2,1
3119,47445,423900.0,82409150105,3,1
3120,115309,450840.0,220210100101,3,1
3121,122838,49550.0,230802081202,4,1
3122,84225,36000.0,170604140103,2,2
3123,145125,60000.0,250101030102,3,1
3124,175291,21200.0,290904060103,4,1
3125,129856,17100.0,232308150103,4,1
3126,102454,63130.0,201403030101,5,7
3127,34520,85200.0,71023150103,4,1
3128,191616,88000.0,320514091203,3,2
3129,150998,149800.0,271407070102,3,1
3130,106179,30500.0,210606020201,5,1
3131,139640,2477600.0,241001131102,2,1
3132,98944,193200.0,191705140106,4,1
3133,81562,75200.0,120408180102,5,3
3134,49294,100000.0,83101090104,4,1
3135,159501,87000.0,273007050303,3,1
3136,92196,48000.0,190703122203,2,2
3137,179981,42975.0,291703040103,4,1
3138,165165,90400.0,280508030105,4,1
3139,59882,35580.0,93301041205,4,1
3140,142790,68500.0,241903241102,2,1
